,BUILDING_BP 트래인스킬 사용여부(0/1),BUILDING_BP1 길이옵셋,BUILDING_BP1 오픈/오버랩량 조정,BUILDING_BP2 길이옵셋,BUILDING_BP2 오픈/오버랩량 조정,BUILDING_Belt #1 - 길이,BUILDING_Belt #1 - 폭 ,BUILDING_Belt #2 - 길이,BUILDING_Belt #2 - 폭 ,BUILDING_Belt Offset,BUILDING_Belt 각도,BUILDING_Carcass #1 - 폭 ,BUILDING_Carcass #2 - 폭 ,BUILDING_Inner - 폭 ,BUILDING_PA - 길이,BUILDING_PA - 폭 ,BUILDING_Splice Lap-BP1-우,BUILDING_Splice Lap-BP1-좌,BUILDING_Splice Lap-BP1-중,BUILDING_Splice Lap-BP2-우,BUILDING_Splice Lap-BP2-좌,BUILDING_Splice Lap-BP2-중,BUILDING_Splice Lap-PA-우,BUILDING_Splice Lap-PA-좌,BUILDING_Splice Lap-PA-중,BUILDING_Splice Lap-벨트1-우,BUILDING_Splice Lap-벨트1-좌,BUILDING_Splice Lap-벨트1-중,BUILDING_Splice Lap-벨트2-우,BUILDING_Splice Lap-벨트2-좌,BUILDING_Splice Lap-벨트2-중,BUILDING_Splice Lap-트래드-우,BUILDING_Splice Lap-트래드-좌,BUILDING_Splice Lap-트래드-중,BUILDING_T/D 스티칭 압력 - Setting - 폭,BUILDING_Tread 길이 - 세팅,BUILDING_Tread 길이 - 실측,BUILDING_Tread 폭 - 세팅,BUILDING_Tread 폭 - 실측,BUILDING_멀티롤압력센-BP1-Ch1,BUILDING_멀티롤압력센-BP1-Ch2-우,BUILDING_멀티롤압력센-BP1-Ch2-좌,BUILDING_멀티롤압력센-BP1-Ch3-우,BUILDING_멀티롤압력센-BP1-Ch3-좌,BUILDING_멀티롤압력센-BP1-Ch4-우,BUILDING_멀티롤압력센-BP1-Ch4-좌,BUILDING_멀티롤압력센-BP1-Ch5-우,BUILDING_멀티롤압력센-BP1-Ch5-좌,BUILDING_멀티롤압력센-BP1-Ch6-우,BUILDING_멀티롤압력센-BP1-Ch6-좌,BUILDING_멀티롤압력센-BP1-Ch7-우,BUILDING_멀티롤압력센-BP1-Ch7-좌,BUILDING_멀티롤압력센-BP2-Ch1,BUILDING_멀티롤압력센-BP2-Ch2-우,BUILDING_멀티롤압력센-BP2-Ch2-좌,BUILDING_멀티롤압력센-BP2-Ch3-우,BUILDING_멀티롤압력센-BP2-Ch3-좌,BUILDING_멀티롤압력센-BP2-Ch4-우,BUILDING_멀티롤압력센-BP2-Ch4-좌,BUILDING_멀티롤압력센-BP2-Ch5-우,BUILDING_멀티롤압력센-BP2-Ch5-좌,BUILDING_벨트1 후단팁 위치,BUILDING_벨트2 후단팁 위치,BUILDING_재료길이-BP1 App CV,BUILDING_재료길이-BP1 FrontCV,BUILDING_재료길이-BP1 Mid CV,BUILDING_재료길이-BP1 Mid_사행-선단,BUILDING_재료길이-BP1 Mid_사행-후단,BUILDING_재료길이-BP1 Mid_우 CV,BUILDING_재료길이-BP1 컷팅 CV,BUILDING_재료길이-BP2 App CV,BUILDING_재료길이-BP2 FrontCV,BUILDING_재료길이-BP2 Mid CV,BUILDING_재료길이-BP2 Mid_사행-선단,BUILDING_재료길이-BP2 Mid_사행-후단,BUILDING_재료길이-BP2 Mid_사행파람,BUILDING_재료길이-BP2 Mid_우 CV,BUILDING_재료길이-BP2 컷팅 CV,BUILDING_재료길이-PA App CV,BUILDING_재료길이-PA 컷팅 CV,BUILDING_재료옵셋-BP1,BUILDING_재료옵셋-BP2,BUILDING_재료옵셋-PA,BUILDING_측정번호-BP1,BUILDING_측정번호-BP2,BUILDING_측정번호-PA,BUILDING_트래드 후단팁 위치,Weight_LWM_STD_WGT,Weight_MRM_WGT,Weight_STD_WGT,Weight_UPM_STD_WGT
89953,0.0,100.0,90.0,0.0,0.0,1955.62,211.56,1961.78,197.72,4.9,27.0,621.21,441.46,400.34,1402.0,593.72,7.1,5.9,5.0,0.0,0.0,0.0,4.5,5.9,6.4,1.5,0.0,1.0,2.8,2.5,2.9,0.4,1.1,0.7,220.0,1983.0,1987.07,252.0,253.64,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.82,-4.37,1986.8,1936.7,1407.4,3.8,3.5,1408.6,1407.1,0.0,0.0,1411.7,1.9,2.1,0.7,1412.5,1410.3,572.4,1466.3,1415.0,0.0,1402.0,1182.0,0.0,1233.0,-4.73,10.469,10.91,10.737,11.005
89954,0.0,100.0,90.0,0.0,0.0,1953.4,210.84,1959.29,197.32,4.9,27.0,621.28,441.46,401.35,1402.0,593.27,7.1,4.8,4.1,0.0,0.0,0.0,4.5,7.0,7.2,4.7,0.0,3.2,2.8,2.5,2.9,0.4,0.4,0.9,220.0,1983.0,1987.07,252.0,253.19,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.82,-4.34,1987.9,1934.9,1407.4,3.3,2.9,1408.6,1407.1,0.0,0.0,1411.7,1.9,2.1,0.7,1412.5,1410.3,1392.5,1466.3,1415.0,0.0,1402.0,1183.0,0.0,1234.0,-4.09,10.469,10.86,10.737,11.005
89955,0.0,100.0,90.0,0.0,0.0,1955.79,212.32,1962.85,197.7,4.9,27.0,621.4,441.46,446.07,1402.0,593.38,7.7,5.7,4.8,0.0,0.0,0.0,4.3,8.1,7.2,4.7,1.2,3.2,2.5,2.2,2.6,2.2,1.3,2.8,220.0,1983.0,1986.72,252.0,253.4,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.67,-4.46,1989.9,1936.7,1406.5,3.3,3.9,1407.2,1407.1,0.0,0.0,1411.7,1.9,2.1,0.7,1412.5,1410.3,793.4,1466.3,1415.0,0.0,1402.0,1184.0,0.0,1235.0,-3.3,10.469,10.9,10.737,11.005
89956,0.0,100.0,90.0,0.0,0.0,1955.89,212.32,1962.85,197.7,4.9,27.0,621.4,441.46,446.07,1402.0,593.54,7.7,5.7,4.8,0.0,0.0,0.0,5.1,8.6,6.6,2.2,1.5,1.7,0.0,2.2,2.3,2.2,2.8,3.2,220.0,1983.0,1985.29,252.0,254.26,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.82,-4.46,1993.0,1936.7,1406.3,3.3,3.9,1406.2,1407.1,0.0,0.0,1411.7,1.9,2.1,0.7,1412.5,1410.3,793.4,1465.1,1415.0,0.0,1402.0,1185.0,0.0,1236.0,-3.75,10.469,10.92,10.737,11.005
89957,0.0,100.0,90.0,0.0,0.0,1955.89,211.38,1961.63,197.21,4.9,27.0,621.19,441.46,446.07,1402.0,593.87,7.8,6.0,6.9,0.0,0.0,0.0,5.6,8.6,6.6,1.9,1.5,1.7,0.6,0.3,2.3,0.9,2.8,3.2,220.0,1983.0,1983.51,252.0,254.26,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.82,-4.11,1994.5,1936.7,1406.6,3.2,3.1,1406.9,1406.9,0.0,0.0,1411.7,1.9,2.1,0.7,1412.5,1410.3,608.2,1465.8,1415.0,0.0,1402.0,1186.0,0.0,1237.0,-3.75,10.469,10.92,10.737,11.005
89958,0.0,100.0,90.0,0.0,0.0,1955.89,211.38,1961.63,197.21,4.9,27.0,621.19,441.46,437.93,1402.0,593.87,7.8,6.0,6.9,0.0,0.0,0.0,16.0,12.9,12.4,1.9,1.5,1.7,0.6,0.3,2.3,0.4,1.1,1.1,220.0,1983.0,1983.51,252.0,254.26,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.82,-4.11,1994.5,1936.7,1406.6,2.8,2.7,1406.9,1406.9,0.0,0.0,1411.7,1.9,2.1,0.7,1412.5,1410.3,383.4,1465.8,1415.0,0.0,1402.0,1186.0,0.0,1237.0,-3.75,10.469,10.9,10.737,11.005
90841,0.0,100.0,90.0,0.0,0.0,1953.25,212.14,1963.94,197.35,4.9,27.0,621.24,441.45,405.93,1402.0,594.15,5.5,7.8,5.3,0.0,0.0,0.0,6.5,9.7,9.0,2.8,4.1,1.7,0.0,0.0,0.0,12.6,9.3,11.2,220.0,1983.0,1981.38,252.0,252.45,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.61,-4.18,1989.8,1938.4,1405.4,1.8,2.1,1406.3,1406.5,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,994.0,1465.0,1415.0,0.0,1402.0,161.0,0.0,170.0,0.01,10.469,10.92,10.737,11.005
90842,0.0,100.0,90.0,0.0,0.0,1953.29,212.14,1961.83,198.22,4.9,27.0,621.23,441.45,405.42,1402.0,593.79,5.5,7.8,5.3,0.0,0.0,0.0,6.5,7.9,9.0,2.5,2.2,1.0,0.0,0.0,1.3,-0.8,-0.2,0.4,220.0,1983.0,1979.96,252.0,252.45,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.56,-4.33,1989.8,1938.4,1405.4,1.8,1.7,1406.3,1406.5,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,771.8,1463.3,1415.0,0.0,1402.0,162.0,0.0,171.0,-4.22,10.469,10.96,10.737,11.005
90843,0.0,100.0,90.0,0.0,0.0,1953.29,211.77,1961.8,198.22,4.9,27.0,621.12,441.45,405.93,1402.0,593.47,5.1,7.3,5.1,0.0,0.0,0.0,6.0,9.0,8.6,3.8,2.5,1.0,0.0,1.5,1.3,0.1,-0.2,0.4,220.0,1983.0,1981.74,252.0,252.38,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.82,-4.33,1603.6,1936.7,1405.2,1.5,1.7,1405.3,1405.0,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,771.8,1465.1,1415.0,0.0,1402.0,163.0,0.0,172.0,-4.13,10.469,10.95,10.737,11.005
90844,0.0,100.0,90.0,0.0,0.0,1952.66,212.88,1961.8,197.74,4.9,27.0,621.03,441.45,405.42,1402.0,593.64,5.0,6.4,4.8,0.0,0.0,0.0,6.0,9.0,8.6,3.8,3.8,1.3,2.2,1.5,1.3,0.1,-0.2,0.1,220.0,1983.0,1983.16,252.0,252.17,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.82,-4.23,1405.2,1936.7,1405.2,1.4,2.3,1404.9,1404.8,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,596.7,1465.1,1415.0,0.0,1402.0,164.0,0.0,173.0,-4.22,10.469,10.93,10.737,11.005
90847,0.0,100.0,90.0,0.0,0.0,1952.07,212.63,1961.36,197.42,4.9,27.0,621.15,441.45,405.42,1402.0,593.55,5.3,6.6,4.6,0.0,0.0,0.0,5.8,5.9,7.3,4.4,0.0,1.0,0.9,1.2,0.7,0.4,0.1,1.3,220.0,1983.0,1984.23,252.0,252.17,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.68,-4.28,1994.4,1934.9,1405.6,1.8,2.0,1406.0,1405.9,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,994.0,1463.9,1415.0,0.0,1402.0,167.0,0.0,176.0,-6.56,10.469,10.91,10.737,11.005
90848,0.0,100.0,90.0,0.0,0.0,1954.67,212.63,1961.36,198.09,4.9,27.0,621.13,441.45,405.42,1402.0,593.4,5.5,6.4,5.5,0.0,0.0,0.0,6.1,5.9,7.3,3.1,2.2,1.3,0.0,1.5,1.0,1.3,1.1,1.3,220.0,1983.0,1986.01,252.0,252.07,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.51,-4.22,1993.0,1936.7,1405.6,1.8,1.7,1406.3,1406.2,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,677.0,1465.4,1415.0,0.0,1402.0,168.0,0.0,177.0,-6.56,10.469,10.93,10.737,11.005
90850,0.0,100.0,90.0,0.0,0.0,1951.63,213.12,1963.14,197.84,5.2,27.0,621.19,441.45,405.42,1402.0,593.59,5.9,6.4,5.3,0.0,0.0,0.0,5.6,5.0,6.6,2.2,3.1,1.7,1.2,1.5,1.3,5.6,11.2,4.1,220.0,1983.0,1986.36,252.0,252.87,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.5,-4.23,1993.5,1936.7,1405.4,1.6,2.3,1405.0,1405.7,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,635.8,1466.6,1415.0,0.0,1402.0,170.0,0.0,179.0,0.01,10.469,11.01,10.737,11.005
90851,0.0,100.0,90.0,0.0,0.0,1954.23,213.12,1963.82,198.31,5.2,27.0,621.19,441.45,405.42,1402.0,593.71,5.9,7.1,5.9,0.0,0.0,0.0,3.8,4.1,5.5,1.9,3.1,1.7,1.2,1.5,1.3,13.5,11.2,13.0,220.0,1983.0,1988.14,252.0,252.67,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.5,-4.18,1994.5,1934.9,1405.4,1.9,2.3,1405.3,1405.7,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,883.8,1466.6,1415.0,0.0,1402.0,171.0,0.0,180.0,-5.97,10.469,10.95,10.737,11.005
90852,0.0,100.0,90.0,0.0,0.0,1954.23,212.73,1963.82,198.31,5.2,27.0,621.0,441.45,405.42,1402.0,593.86,4.8,7.1,5.9,0.0,0.0,0.0,4.3,6.3,7.5,3.4,2.8,2.0,0.0,0.0,0.1,4.6,1.3,2.2,220.0,1983.0,1988.14,252.0,252.32,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.89,-4.12,1994.5,1936.7,1405.0,1.9,2.0,1405.3,1405.1,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,883.8,1464.8,1415.0,0.0,1402.0,172.0,0.0,181.0,-4.69,10.469,10.92,10.737,11.005
90853,0.0,100.0,90.0,0.0,0.0,1948.83,212.99,1961.95,197.83,5.2,27.0,621.06,441.45,405.42,1402.0,593.86,5.9,6.2,6.0,0.0,0.0,0.0,4.3,6.3,7.5,4.1,2.2,2.3,1.9,1.2,2.6,4.6,1.3,2.2,220.0,1983.0,1985.65,252.0,252.24,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.89,-3.93,1996.1,1936.7,1405.3,1.9,2.1,1405.5,1406.0,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,964.7,1466.6,1415.0,0.0,1402.0,173.0,0.0,182.0,0.01,10.469,10.86,10.737,11.005
90854,0.0,100.0,90.0,0.0,0.0,1950.47,212.99,1961.95,197.69,5.2,27.0,621.06,441.45,403.38,1402.0,593.62,5.9,6.2,6.0,0.0,0.0,0.0,6.3,6.8,8.2,4.1,2.2,2.3,3.1,1.2,2.6,5.0,1.3,3.2,220.0,1983.0,1985.65,252.0,252.71,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.89,-4.37,1996.1,1936.7,1405.3,2.1,2.1,1405.5,1406.0,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,964.7,1466.6,1415.0,0.0,1402.0,174.0,0.0,183.0,0.01,10.469,10.87,10.737,11.005
90855,0.0,100.0,90.0,0.0,0.0,1950.47,210.75,1965.51,197.55,5.2,27.0,621.26,441.45,403.38,1402.0,593.82,4.8,5.3,4.4,0.0,0.0,0.0,6.3,6.8,8.2,1.9,1.5,1.7,3.1,0.0,1.3,5.0,14.5,3.2,220.0,1983.0,1983.87,252.0,253.11,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.84,-4.37,1992.9,1936.7,1405.0,2.1,2.3,1405.5,1405.7,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,703.1,1466.4,1415.0,0.0,1402.0,175.0,0.0,184.0,-3.49,10.469,10.92,10.737,11.005
90856,0.0,100.0,90.0,0.0,0.0,2026.48,211.9,1965.51,197.33,5.2,27.0,621.26,441.45,405.42,1402.0,593.82,5.5,5.3,3.7,0.0,0.0,0.0,3.4,2.7,5.0,18.3,9.8,17.8,0.0,0.0,0.0,16.3,14.5,16.3,220.0,1983.0,1981.02,252.0,253.11,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.93,-3.99,1991.6,1936.7,1405.0,2.8,2.6,1405.6,1405.7,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,594.9,1466.4,1415.0,0.0,1402.0,176.0,0.0,185.0,-6.42,10.469,10.91,10.737,11.005
90857,0.0,100.0,90.0,0.0,0.0,1952.18,211.9,1959.67,197.13,5.2,27.0,621.12,441.45,404.91,1402.0,593.94,6.4,6.6,6.0,0.0,0.0,0.0,4.9,5.2,7.7,2.5,5.0,0.0,2.8,0.9,1.3,-2.2,-1.2,-0.8,220.0,1983.0,1981.38,252.0,251.98,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-3.99,1991.6,1936.7,1405.0,2.8,2.6,1405.6,1405.1,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,625.7,1468.1,1415.0,0.0,1402.0,177.0,0.0,186.0,-6.42,10.469,10.83,10.737,11.005
90858,0.0,100.0,90.0,0.0,0.0,1952.18,211.1,1961.8,197.59,5.2,27.0,621.12,441.45,404.4,1402.0,593.94,6.4,6.6,6.0,0.0,0.0,0.0,7.0,9.0,7.7,8.8,2.2,1.7,2.8,1.5,1.3,-2.2,0.1,-0.8,220.0,1983.0,1981.38,252.0,252.44,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.76,-3.99,1991.3,1936.7,1404.7,1.9,2.3,1405.5,1405.3,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,625.7,1468.1,1415.0,0.0,1402.0,178.0,0.0,187.0,-4.03,10.469,10.79,10.737,11.005
90859,0.0,100.0,90.0,0.0,0.0,1952.13,211.9,1962.31,197.59,5.2,27.0,621.02,441.45,404.4,1402.0,593.87,4.4,6.6,5.0,0.0,0.0,0.0,7.0,9.0,7.9,8.8,4.1,1.7,0.0,1.5,0.0,-0.5,0.1,0.1,220.0,1983.0,1982.45,252.0,254.35,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.87,-3.99,1991.5,1936.7,1405.2,1.7,2.6,1405.5,1405.3,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,599.7,1465.7,1415.0,0.0,1402.0,179.0,0.0,188.0,-5.96,10.469,10.86,10.737,11.005
90865,0.0,100.0,90.0,0.0,0.0,1953.36,211.9,1963.43,197.93,5.2,27.0,621.22,441.45,404.91,1402.0,593.57,5.1,6.8,5.0,0.0,0.0,0.0,5.1,6.4,7.7,1.2,3.8,0.0,0.0,0.0,0.0,10.2,9.8,10.2,220.0,1983.0,1984.94,252.0,253.84,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.93,-3.86,1994.4,1936.7,1405.3,2.2,2.3,1405.9,1405.2,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,678.8,1464.2,1415.0,0.0,1402.0,185.0,0.0,194.0,-3.69,10.469,10.98,10.737,11.005
90868,0.0,100.0,90.0,0.0,0.0,1950.28,211.6,1965.0,198.65,5.2,27.0,621.34,441.45,404.4,1402.0,593.86,4.6,5.5,5.0,0.0,0.0,0.0,5.8,6.3,7.9,2.8,2.8,1.7,0.0,1.5,0.0,0.9,0.4,1.1,220.0,1983.0,1982.8,252.0,253.99,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.87,-3.75,1993.7,1936.7,1405.0,1.9,2.3,1404.7,1404.6,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,837.9,1465.2,1415.0,0.0,1402.0,188.0,0.0,197.0,-6.68,10.469,10.99,10.737,11.005
90871,0.0,100.0,90.0,0.0,0.0,1953.22,211.31,1965.51,198.18,5.2,27.0,621.18,441.45,406.43,1402.0,593.8,4.8,6.9,5.7,0.0,0.0,0.0,6.1,6.8,8.2,2.5,4.7,0.0,0.3,1.9,1.0,-0.8,0.1,0.1,220.0,1983.0,1981.02,252.0,252.55,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.95,-4.16,1993.7,1936.7,1405.0,2.5,2.3,1405.2,1405.3,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,962.3,1465.7,1415.0,0.0,1402.0,191.0,0.0,200.0,-5.55,10.469,10.93,10.737,11.005
90878,0.0,100.0,90.0,0.0,0.0,1951.51,211.58,1958.49,197.15,5.2,27.0,621.4,441.45,405.42,1401.0,593.68,5.7,7.5,5.3,0.0,0.0,0.0,3.1,4.5,6.3,5.0,1.9,2.3,1.9,2.5,1.0,9.3,7.0,9.3,220.0,1983.0,1984.58,252.0,252.59,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-4.15,1994.3,1936.7,1405.3,2.2,2.8,1404.9,1405.9,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,1391.9,1463.9,1415.0,0.0,1401.0,198.0,0.0,207.0,-5.13,10.469,10.91,10.737,11.005
90879,0.0,100.0,90.0,0.0,0.0,1952.62,211.58,1964.2,197.15,5.2,27.0,621.28,441.45,404.4,1401.0,593.69,4.4,5.7,4.4,0.0,0.0,0.0,4.5,5.5,7.5,1.9,1.9,1.0,1.9,2.5,1.0,9.3,7.0,9.3,220.0,1983.0,1984.58,252.0,252.38,2.8,0.3,2.0,0.4,2.0,0.3,2.0,0.4,2.0,0.3,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.81,-4.15,1994.3,1934.9,1404.9,2.5,3.5,1404.7,1405.9,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,818.3,1460.7,1415.0,0.0,1401.0,199.0,0.0,208.0,-3.77,10.469,10.87,10.737,11.005
90901,0.0,110.0,80.0,0.0,0.0,1953.22,211.41,1965.0,198.0,5.2,27.0,621.26,441.45,404.4,1401.0,593.63,6.0,7.3,5.7,0.0,0.0,0.0,4.5,5.5,7.3,2.8,1.5,1.7,0.0,1.2,1.0,2.2,10.7,14.5,220.0,1983.0,1979.96,252.0,253.75,4.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.84,-4.15,1994.1,1936.7,1405.6,2.0,2.9,1405.6,1406.2,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,18.0,1465.0,1416.0,0.0,1401.0,221.0,0.0,232.0,0.01,10.469,10.87,10.737,11.005
90919,0.0,110.0,70.0,0.0,0.0,1950.34,211.35,1962.75,196.33,5.2,27.0,621.81,441.45,405.42,1401.0,593.76,6.6,4.2,5.5,0.0,0.0,0.0,2.2,4.8,7.0,3.4,2.5,2.0,1.2,1.5,0.0,0.1,1.8,2.2,220.0,1983.0,1981.74,252.0,253.4,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,1.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.87,-3.75,1953.7,1936.7,1405.9,1.1,0.8,1406.2,1405.8,0.0,0.0,1411.7,0.0,0.0,0.0,1404.6,1410.3,954.6,1465.3,1416.0,0.0,1401.0,239.0,0.0,250.0,-3.98,10.469,10.82,10.737,11.005
91432,0.0,110.0,70.0,0.0,0.0,1954.19,211.89,1965.86,196.88,5.2,27.0,621.93,442.51,404.4,1401.0,593.42,7.5,4.6,6.0,0.0,0.0,0.0,4.0,5.7,7.9,0.0,2.5,0.0,2.5,0.3,1.3,12.6,7.9,10.2,220.0,1983.0,1984.94,252.0,252.26,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,1.5,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.83,-3.92,1941.4,1936.7,1406.5,0.2,0.5,1406.6,1406.2,0.0,0.0,1411.7,0.3,0.1,0.7,1409.5,1410.3,8.8,1472.8,1416.0,0.0,1401.0,760.0,0.0,787.0,-5.03,10.469,10.81,10.737,11.005
91436,0.0,110.0,70.0,0.0,0.0,1952.65,211.49,1961.36,197.34,5.2,27.0,621.91,442.51,404.91,1401.0,593.55,6.0,4.6,5.7,0.0,0.0,0.0,4.3,5.4,7.2,1.5,3.1,1.7,1.9,3.1,1.7,1.1,0.9,1.3,220.0,1983.0,1984.23,252.0,253.64,4.0,1.8,2.0,1.8,2.0,1.8,2.0,1.8,2.0,1.8,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,-4.01,1639.6,1936.7,1405.6,0.5,0.7,1406.0,1406.3,0.0,0.0,1411.7,0.3,0.1,0.7,1409.5,1410.3,831.4,1460.5,1416.0,0.0,1401.0,764.0,0.0,791.0,-7.0,10.469,10.85,10.737,11.005
